R,G,B,TextColor
64,33,150,white
85,9,112,white
8,217,149,black
14,122,234,black
208,30,226,black
210,197,70,black
171,49,220,white
26,22,242,white
46,163,12,black
152,126,52,black
200,180,230,black
3,169,197,black
44,12,17,white
163,112,8,black
39,169,68,black
205,123,17,black
171,69,80,white
100,212,165,black
194,10,253,black
95,127,42,white
86,186,178,black
76,51,150,white
4,165,152,black
136,0,50,white
75,202,242,black
19,251,160,black
59,84,76,white
18,64,122,white
172,210,254,black
170,91,5,white
121,45,171,white
214,28,70,white
191,66,161,white
103,91,166,white
71,10,98,white
137,197,91,black
238,159,104,black
117,71,63,white
244,5,63,black
31,114,142,white
151,6,87,white
102,105,229,black
56,197,148,black
3,52,136,white
184,40,150,white
92,75,111,white
151,60,121,white
176,77,172,white
251,255,175,black
230,105,71,black
156,41,208,white
219,90,245,black
216,154,173,black
248,64,86,black
1,175,41,black
207,233,237,black
127,184,186,black
150,35,163,white
247,251,84,black
164,85,160,white
186,187,134,black
62,6,3,white
150,122,18,black
28,21,74,white
10,112,43,white
10,6,174,white
106,177,18,black
228,42,29,black
20,105,11,white
2,1,204,white
44,69,87,white
142,142,88,black
119,41,12,white
112,108,73,white
66,122,39,white
158,235,39,black
177,105,6,black
186,4,64,white
23,11,124,white
128,196,47,black
61,17,201,white
131,63,63,white
155,0,186,white
3,133,198,black
66,109,167,white
235,148,210,black
206,65,138,black
96,53,75,white
50,104,8,white
188,236,47,black
145,154,236,black
60,67,173,white
193,104,225,black
0,241,47,black
75,239,207,black
51,20,254,white
178,193,155,black
6,2,23,white
100,93,237,white
198,231,244,black
236,98,246,black
18,12,119,white
84,197,78,black
196,188,86,black
244,43,185,black
15,127,149,white
248,255,236,black
95,234,100,black
130,201,105,black
16,25,191,white
191,170,129,black
106,132,14,black
85,195,179,black
221,237,221,black
184,213,39,black
156,16,244,white
106,243,247,black
6,196,178,black
39,154,223,black
183,197,121,black
193,13,236,white
150,163,204,black
78,68,71,white
158,49,233,white
240,33,106,black
20,227,143,black
232,51,139,black
166,73,206,white
148,86,216,white
141,50,169,white
26,239,10,black
25,192,187,black
199,114,140,black
215,209,7,black
60,16,76,white
42,143,1,black
142,69,133,white
254,171,128,black
249,134,110,black
159,117,162,black
55,161,150,black
30,254,202,black
31,242,141,black
68,140,2,black
78,211,159,black
119,91,231,white
212,95,242,black
199,167,37,black
161,66,202,white
139,85,219,white
50,23,199,white
233,132,145,black
26,155,206,black
104,108,128,white
89,105,42,white
196,216,188,black
13,28,69,white
184,139,71,black
31,93,60,white
116,226,128,black
44,80,239,white
137,151,28,black
157,230,249,black
167,106,180,black
79,119,223,black
249,110,131,black
208,51,139,white
74,179,93,black
45,69,92,white
102,255,205,black
213,196,213,black
201,161,237,black
54,116,84,white
98,86,89,white
158,175,156,black
147,57,167,white
176,49,181,white
90,174,50,black
17,96,219,white
64,38,39,white
218,86,17,black
250,195,154,black
70,141,194,black
56,89,0,white
98,230,247,black
116,45,12,white
38,180,179,black
102,203,78,black
148,145,75,black
193,248,167,black
55,253,23,black
130,145,164,black
33,233,229,black
100,127,184,black
55,173,104,black
93,213,115,black
2,69,232,white
38,202,157,black
203,111,27,black
169,106,1,black
61,21,108,white
227,213,27,black
223,2,216,black
56,248,114,black
95,212,112,black
125,161,201,black
170,70,154,white
6,225,191,black
99,47,130,white
117,216,108,black
240,148,9,black
90,241,4,black
84,19,152,white
87,142,183,black
170,191,123,black
255,41,243,black
153,160,205,black
7,134,13,white
243,188,5,black
25,221,170,black
174,82,14,white
162,13,55,white
92,23,187,white
146,132,27,black
159,23,35,white
217,250,27,black
199,115,127,black
221,195,102,black
68,151,156,black
246,59,44,black
37,203,143,black
93,121,65,white
123,89,76,white
236,140,117,black
66,120,78,white
99,133,170,black
80,71,157,white
218,76,124,black
207,81,108,black
177,97,239,black
76,97,64,white
226,218,126,black
113,61,21,white
118,220,115,black
1,102,99,white
223,167,222,black
243,212,41,black
25,10,239,white
44,43,235,white
74,253,228,black
156,25,76,white
160,19,228,white
27,200,179,black
107,118,185,black
62,57,130,white
165,29,114,white
174,105,204,black
111,94,143,white
170,197,23,black
175,51,68,white
119,220,86,black
245,4,47,black
205,251,49,black
137,160,82,black
167,191,113,black
93,160,23,black
87,229,238,black
21,19,194,white
13,154,251,black
208,156,212,black
249,124,169,black
157,201,197,black
97,116,104,white
98,3,101,white
80,211,118,black
191,232,227,black
140,72,212,white
92,236,165,black
7,91,104,white
116,161,209,black
42,180,230,black
15,168,165,black
87,86,248,white
4,124,175,white
140,217,228,black
163,140,221,black
86,247,153,black
101,245,126,black
200,198,113,black
232,179,155,black
14,167,101,black
52,189,194,black
144,177,177,black
244,146,159,black
89,178,196,black
147,184,94,black
158,127,249,black
204,47,57,white
189,43,105,white
98,40,101,white
36,26,65,white
166,227,85,black
185,211,171,black
103,189,244,black
95,10,18,white
105,160,43,black
204,78,223,black
44,74,6,white
131,170,156,black
110,178,87,black
92,248,110,black
88,65,11,white
56,81,155,white
78,113,159,white
128,243,95,black
163,90,30,white
150,206,115,black
128,57,1,white
65,46,114,white
173,51,33,white
182,80,0,white
213,31,177,black
193,97,96,black
145,36,95,white
34,206,216,black
179,23,75,white
197,126,17,black
46,238,36,black
19,111,243,black
240,5,99,black
113,246,22,black
70,172,255,black
121,174,71,black
190,217,228,black
239,73,51,black
50,29,32,white
162,172,57,black
107,33,193,white
169,231,81,black
7,175,181,black
43,250,126,black
121,214,177,black
254,177,214,black
171,51,180,white
69,168,32,black
183,208,75,black
107,254,179,black
72,135,77,black
245,159,93,black
59,53,69,white
9,97,173,white
139,26,146,white
57,54,133,white
99,158,109,black
196,64,204,black
210,111,49,black
11,172,12,black
38,29,118,white
69,64,53,white
95,172,103,black
148,184,196,black
206,191,24,black
82,222,90,black
159,195,69,black
133,114,47,white
205,147,252,black
138,231,207,black
215,164,46,black
156,64,12,white
167,178,12,black
86,227,50,black
155,225,83,black
241,48,28,black
40,124,234,black
231,69,175,black
25,41,172,white
255,188,41,black
75,27,203,white
197,225,108,black
180,247,123,black
67,231,218,black
78,85,58,white
78,209,181,black
93,26,135,white
216,84,5,black
0,98,72,white
91,142,48,black
185,52,235,black
188,70,169,black
30,54,42,white
38,252,222,black
138,52,64,white
129,197,130,black
188,183,81,black
242,8,155,black
100,105,197,white
196,65,199,black
142,95,157,white
25,223,34,black
96,225,133,black
181,195,151,black
206,84,58,black
7,75,72,white
8,244,217,black
83,105,24,white
8,246,240,black
110,84,84,white
151,170,222,black
224,193,85,black
244,186,215,black
13,209,37,black
200,196,201,black
85,254,57,black
95,42,58,white
172,55,212,white
41,189,123,black
239,62,177,black
34,152,186,black
185,151,65,black
75,26,189,white
54,135,108,black
156,113,43,black
78,29,215,white
129,100,48,white
4,113,35,white
32,169,80,black
4,202,195,black
123,51,215,white
44,80,53,white
79,52,51,white
20,97,226,white
253,144,44,black
33,22,221,white
141,95,34,white
226,217,68,black
171,153,219,black
117,28,52,white
191,194,195,black
129,232,6,black
216,184,18,black
241,111,241,black
3,215,211,black
64,164,49,black
82,60,81,white
0,50,255,white
98,176,129,black
224,46,32,white
228,74,68,black
127,224,29,black
90,25,18,white
48,148,199,black
163,199,154,black
148,185,144,black
66,32,106,white
205,226,230,black
65,202,73,black
152,83,137,white
14,2,0,white
58,202,157,black
232,97,98,black
178,153,125,black
122,15,226,white
90,216,210,black
239,182,58,black
235,109,204,black
14,221,82,black
246,72,61,black
174,219,252,black
20,174,193,black
31,96,146,white
151,105,60,white
187,109,5,black
206,73,122,black
58,213,61,black
56,133,30,white
213,78,27,black
102,124,89,black
248,175,60,black
205,231,194,black
101,150,245,black
237,200,38,black
144,33,119,white
138,8,238,white
13,113,176,white
220,236,55,black
131,122,236,black
42,6,69,white
82,254,56,black
46,87,55,white
226,215,55,black
125,42,42,white
249,46,45,black
179,29,251,white
221,241,172,black
251,98,128,black
138,121,48,black
54,42,247,white
22,11,143,white
33,102,239,white
208,145,2,black
155,132,193,black
108,175,240,black
226,170,18,black
245,123,246,black
101,27,131,white
89,201,88,black
234,216,218,black
151,115,118,black
178,59,187,white
233,177,149,black
130,43,95,white
94,130,161,black
39,165,171,black
22,140,206,black
115,62,199,white
252,185,255,black
248,80,200,black
21,3,113,white
193,225,70,black
151,211,55,black
242,184,247,black
117,122,159,black
103,88,89,white
105,147,250,black
96,211,0,black
164,78,96,white
77,170,189,black
47,176,210,black
217,210,66,black
240,229,9,black
13,241,153,black
189,163,176,black
78,63,12,white
156,75,207,white
132,99,45,white
158,108,52,black
156,63,174,white
14,0,111,white
22,250,148,black
83,194,217,black
223,38,118,black
104,169,174,black
89,93,167,white
98,42,98,white
55,109,127,white
188,10,13,white
189,84,199,black
187,198,146,black
126,66,96,white
105,118,91,white
67,153,225,black
166,8,66,white
14,76,197,white
93,213,253,black
18,124,59,white
56,173,248,black
163,1,137,white
183,69,99,white
145,217,51,black
218,4,120,white
247,41,85,black
223,249,2,black
1,40,24,white
180,74,178,white
177,77,6,white
230,178,186,black
106,73,169,white
105,173,91,black
90,15,128,white
117,54,135,white
78,100,45,white
115,157,111,black
190,1,23,white
208,54,169,black
35,195,131,black
144,42,186,white
108,107,142,white
78,70,194,white
70,115,87,white
2,169,189,black
221,60,105,black
18,3,94,white
33,44,192,white
240,198,6,black
167,103,45,black
91,180,226,black
26,150,86,black
62,179,134,black
183,163,255,black
25,248,175,black
119,18,120,white
80,213,126,black
212,185,65,black
28,233,145,black
110,119,216,black
226,20,68,white
108,124,49,white
9,215,113,black
176,131,130,black
209,101,243,black
99,173,132,black
248,20,12,black
155,43,121,white
45,110,94,white
173,40,150,white
79,188,103,black
250,62,96,black
108,122,79,white
93,85,27,white
55,213,0,black
44,25,230,white
146,174,177,black
227,25,181,black
182,30,197,white
100,118,178,black
46,138,153,black
148,84,13,white
4,87,186,white
72,48,238,white
15,65,56,white
166,69,54,white
32,62,56,white
77,155,138,black
87,149,253,black
179,46,157,white
30,212,214,black
191,144,144,black
253,253,79,black
37,112,135,white
214,140,127,black
8,136,74,black
181,131,255,black
63,239,183,black
114,92,36,white
145,20,91,white
88,28,213,white
130,187,82,black
53,0,148,white
223,55,195,black
117,180,67,black
48,90,88,white
229,106,43,black
179,91,228,black
52,42,167,white
18,92,131,white
125,27,209,white
57,156,32,black
251,37,23,black
187,251,182,black
77,6,196,white
235,78,225,black
28,109,34,white
104,145,153,black
60,119,19,white
176,13,128,white
121,226,235,black
147,240,251,black
2,4,130,white
207,253,186,black
174,217,104,black
202,235,225,black
122,52,121,white
172,243,165,black
88,9,227,white
60,222,156,black
131,135,82,black
231,219,43,black
109,123,186,black
88,41,140,white
84,12,144,white
163,150,92,black
151,73,111,white
211,197,34,black
178,82,13,white
49,129,15,white
33,87,1,white
78,168,134,black
222,197,138,black
26,115,147,white
64,71,232,white
174,31,45,white
151,188,242,black
106,229,34,black
72,105,170,white
136,65,139,white
147,157,109,black
147,251,147,black
182,171,172,black
62,174,180,black
153,212,196,black
227,101,1,black
62,29,162,white
81,127,158,black
20,212,236,black
247,198,115,black
9,14,60,white
170,87,206,black
40,109,80,white
123,191,96,black
149,79,225,white
17,232,77,black
239,120,253,black
97,194,135,black
166,157,154,black
200,226,240,black
4,150,245,black
44,75,197,white
29,117,129,white
48,188,9,black
127,56,22,white
136,248,180,black
26,56,44,white
5,60,121,white
118,4,152,white
129,78,157,white
139,56,148,white
46,135,149,black
196,218,247,black
184,9,185,white
159,144,237,black
249,161,38,black
6,84,110,white
149,78,111,white
239,185,118,black
84,15,36,white
66,165,106,black
237,152,86,black
59,240,13,black
173,59,159,white
144,67,78,white
117,224,88,black
141,132,59,black
227,67,244,black
123,73,41,white
21,7,13,white
48,61,143,white
55,68,32,white
78,11,171,white
162,106,18,black
174,175,68,black
55,178,233,black
161,189,169,black
54,231,54,black
32,239,43,black
144,94,74,white
13,57,144,white
65,253,34,black
63,80,78,white
158,84,158,white
60,19,169,white
169,77,34,white
153,90,100,white
88,83,57,white
232,165,221,black
140,159,27,black
8,117,55,white
230,208,203,black
165,232,245,black
60,211,36,black
160,64,211,white
43,147,246,black
247,104,149,black
37,241,125,black
194,166,198,black
74,231,222,black
207,121,4,black
151,233,120,black
59,6,245,white
38,140,229,black
2,131,239,black
191,41,155,white
109,59,182,white
43,174,76,black
140,135,116,black
12,193,98,black
115,22,14,white
70,207,40,black
241,144,153,black
163,193,19,black
95,208,207,black
161,95,52,white
179,169,64,black
210,80,254,black
126,60,201,white
117,67,182,white
216,32,182,black
119,55,72,white
64,117,93,white
34,123,141,white
98,231,254,black
205,94,12,black
161,45,198,white
250,67,104,black
69,112,149,white
124,125,168,black
73,3,100,white
185,120,151,black
8,216,66,black
47,220,143,black
130,173,26,black
23,87,3,white
223,200,13,black
221,63,90,black
129,14,160,white
1,107,135,white
154,54,127,white
86,66,254,white
84,110,144,white
138,28,66,white
151,252,205,black
100,60,74,white
240,151,196,black
41,201,192,black
108,222,31,black
66,180,55,black
2,228,33,black
79,232,237,black
245,14,125,black
147,124,91,black
78,82,180,white
192,130,88,black
102,174,106,black
161,135,220,black
148,5,245,white
82,81,87,white
199,61,0,white
140,154,205,black
231,135,105,black
39,248,18,black
190,103,182,black
14,203,242,black
157,167,208,black
64,112,102,white
216,97,215,black
56,163,5,black
156,241,134,black
218,59,124,black
219,255,123,black
252,171,79,black
92,11,84,white
175,239,253,black
235,141,209,black
51,122,75,white
33,103,224,white
122,186,58,black
204,85,208,black
162,109,225,black
149,110,178,black
177,12,37,white
125,150,255,black
227,216,174,black
24,209,175,black
42,129,104,white
204,196,55,black
24,186,115,black
28,53,55,white
234,174,133,black
110,56,216,white
141,49,58,white
199,204,129,black
10,7,202,white
37,186,223,black
91,29,46,white
213,230,106,black
130,110,238,black
124,101,186,white
120,95,235,black
43,56,252,white
224,200,135,black
82,176,185,black
212,172,255,black
85,124,70,white
162,188,162,black
86,50,19,white
187,213,206,black
169,107,205,black
247,218,209,black
127,250,43,black
73,23,233,white
129,150,97,black
42,93,229,white
181,117,201,black
180,22,39,white
91,173,175,black
13,225,94,black
204,60,117,white
0,30,131,white
68,123,72,white
88,219,138,black
209,228,48,black
150,42,125,white
59,241,155,black
22,98,146,white
131,101,44,white
214,126,51,black
7,203,89,black
149,131,41,black
198,61,24,white
220,4,50,white
90,216,78,black
159,23,80,white
230,110,239,black
185,77,33,white
11,248,218,black
102,44,152,white
3,153,166,black
50,200,196,black
145,34,150,white
103,115,154,white
219,38,18,white
199,103,22,black
46,4,82,white
219,46,226,black
215,125,110,black
16,153,132,black
126,70,67,white
228,72,26,black
180,115,250,black
82,238,66,black
163,143,169,black
77,45,122,white
121,145,204,black
179,221,143,black
180,66,94,white
36,68,1,white
179,253,96,black
242,188,171,black
42,160,179,black
104,56,66,white
38,182,39,black
44,136,178,black
65,190,165,black
145,182,127,black
0,121,41,white
225,226,176,black
247,175,108,black
240,49,145,black
119,166,129,black
190,25,170,white
243,248,220,black
164,237,34,black
208,242,38,black
125,220,54,black
197,184,223,black
101,115,94,white
81,39,72,white
184,73,197,black
190,46,143,white
166,160,109,black
185,209,58,black
103,188,165,black
224,131,225,black
21,212,233,black
13,120,147,white
230,151,96,black
102,152,116,black
3,211,199,black
125,23,189,white
25,255,149,black
21,6,64,white
198,36,36,white
110,55,161,white
51,145,126,black
30,9,70,white
242,188,215,black
160,111,145,black
75,99,185,white
82,181,199,black
180,56,151,white
112,197,1,black
249,192,123,black
137,143,220,black
215,2,217,black
157,132,33,black
51,94,221,white
124,166,141,black
15,147,142,black
172,242,8,black
146,196,223,black
214,206,119,black
41,232,77,black
19,188,59,black
6,87,62,white
89,4,178,white
8,214,91,black
161,127,241,black
137,238,46,black
178,38,222,white
81,242,26,black
247,160,54,black
188,238,210,black
165,117,149,black
142,225,150,black
234,26,104,black
183,7,175,white
107,84,98,white
229,54,124,black
226,41,246,black
158,190,16,black
252,159,228,black
90,86,6,white
92,158,17,black
237,112,40,black
155,171,72,black
4,214,151,black
220,210,71,black
42,93,153,white
236,41,58,black
124,118,69,white
85,218,69,black
146,236,195,black
154,19,245,white
163,150,59,black
62,17,75,white
229,227,207,black
51,172,172,black
120,211,136,black
247,249,105,black
21,172,14,black
89,31,103,white
223,127,103,black
40,57,5,white
39,11,164,white
183,251,106,black
6,243,133,black
76,88,212,white
207,152,45,black
144,147,152,black
190,188,187,black
254,161,156,black
1,184,197,black
146,231,63,black
35,44,59,white
125,64,224,white
78,80,187,white
105,208,136,black
123,104,122,white
246,58,160,black
123,128,174,black
235,103,224,black
98,159,3,black
26,169,187,black
91,159,58,black
196,12,251,black
18,231,136,black
180,81,54,white
61,77,11,white
219,211,83,black
231,25,49,white
193,72,86,white
68,195,171,black
243,36,194,black
44,165,195,black
253,56,238,black
200,94,195,black
58,159,143,black
182,146,106,black
168,51,36,white
210,250,57,black
14,232,169,black
197,139,218,black
39,232,86,black
80,95,88,white
102,217,211,black
42,247,200,black
154,230,147,black
47,55,191,white
196,14,236,black
204,193,156,black
40,240,49,black
2,163,26,black
4,71,148,white
138,176,207,black
243,3,64,black
55,147,95,black
171,55,188,white
200,140,234,black
250,141,103,black
46,196,201,black
234,156,250,black
22,174,28,black
209,193,11,black
126,53,244,white
53,213,196,black
111,210,239,black
98,174,146,black
62,148,173,black
170,113,146,black
237,251,15,black
199,169,142,black
75,191,170,black
91,47,77,white
133,144,127,black
136,221,4,black
103,66,99,white
253,31,42,black
43,182,208,black
79,94,91,white
157,80,8,white
4,176,2,black
144,195,121,black
199,104,69,black
61,131,173,black
186,242,108,black
159,78,15,white
29,13,31,white
110,149,141,black
84,226,189,black
143,94,71,white
103,243,41,black
95,137,186,black
23,69,121,white
185,178,230,black
27,62,234,white
42,214,115,black
248,123,81,black
195,100,240,black
206,134,213,black
197,59,192,black
223,23,102,white
28,158,250,black
51,82,34,white
138,80,42,white
42,37,123,white
61,254,88,black
29,53,44,white
101,223,111,black
15,226,127,black
233,132,200,black
142,246,204,black
139,196,87,black
111,171,71,black
88,71,99,white
98,165,176,black
246,160,28,black
118,44,221,white
61,243,43,black
28,172,37,black
61,71,235,white
81,90,244,white
90,172,211,black
68,6,126,white
251,87,39,black
6,73,253,white
125,196,11,black
88,182,13,black
20,19,174,white
93,191,25,black
237,133,179,black
229,52,110,black
79,206,36,black
136,195,196,black
179,170,62,black
240,103,119,black
47,239,11,black
104,117,11,white
215,183,203,black
105,75,7,white
235,110,117,black
60,245,240,black
243,169,229,black
24,172,136,black
157,6,255,white
54,23,194,white
125,93,226,white
58,2,70,white
52,225,128,black
170,37,18,white
183,206,191,black
215,238,57,black
159,75,253,black
188,254,137,black
187,79,18,white
195,169,143,black
64,15,165,white
87,52,55,white
4,233,130,black
96,246,237,black
220,232,65,black
166,104,43,black
106,155,92,black
227,231,178,black
65,60,36,white
165,131,38,black
129,7,47,white
218,197,144,black
203,76,17,white
214,48,28,white
106,153,83,black
86,135,95,black
14,18,67,white
8,237,126,black
190,242,104,black
211,19,211,black
96,177,164,black
252,37,91,black
44,113,221,white
26,30,122,white
19,25,93,white
40,50,194,white
17,226,22,black
198,41,240,black
158,89,90,white
174,19,196,white
151,252,25,black
140,15,11,white
172,164,179,black
153,135,24,black
76,81,133,white
221,120,25,black
233,128,106,black
167,100,32,white
73,174,84,black
188,62,202,black
209,172,221,black
120,91,57,white
202,25,53,white
15,96,243,white
234,229,155,black
129,185,253,black
129,254,8,black
101,21,174,white
83,43,82,white
185,158,207,black
32,78,218,white
24,34,71,white
112,247,229,black
47,246,113,black
146,146,129,black
36,20,50,white
124,169,29,black
186,5,224,white
20,100,190,white
234,63,245,black
149,4,28,white
249,250,90,black
211,116,198,black
250,246,109,black
189,111,43,black
203,208,5,black
255,155,71,black
62,255,127,black
228,150,239,black
0,191,138,black
19,49,199,white
161,115,150,black
163,34,169,white
128,52,191,white
17,144,68,black
73,190,236,black
100,164,72,black
156,192,18,black
147,211,38,black
245,156,33,black
40,162,251,black
185,228,143,black
124,244,189,black
225,168,202,black
189,106,254,black
145,111,137,black
67,112,236,black
33,24,221,white
122,186,131,black
15,65,50,white
99,109,38,white
199,134,142,black
169,58,15,white
53,153,156,black
112,119,45,white
135,71,80,white
63,189,180,black
208,97,77,black
72,122,154,white
147,192,127,black
202,53,161,white
80,200,0,black
70,199,4,black
186,62,200,black
60,45,86,white
153,168,175,black
4,186,141,black
172,103,1,black
151,172,131,black
2,72,165,white
232,36,20,black
203,90,9,black
198,96,126,black
194,6,7,white
154,127,67,black
200,229,185,black
77,127,14,white
70,109,165,white
113,31,187,white
123,154,196,black
23,0,32,white
189,100,125,black
188,215,58,black
232,91,13,black
68,152,75,black
72,178,221,black
90,89,184,white
148,115,163,black
71,80,206,white
77,188,252,black
179,49,179,white
142,131,28,black
159,121,167,black
185,68,186,black
68,72,171,white
186,210,21,black
220,156,59,black
46,190,123,black
73,211,6,black
147,99,30,white
167,217,85,black
103,151,128,black
165,173,146,black
44,191,8,black
251,95,127,black
94,237,201,black
8,46,100,white
112,46,121,white
55,84,64,white
22,169,10,black
133,99,61,white
227,67,11,black
48,12,116,white
202,33,85,white
204,193,128,black
165,224,141,black
241,12,205,black
80,110,160,white
220,122,76,black
125,89,10,white
147,182,64,black
199,200,183,black
67,145,201,black
137,133,196,black
26,223,167,black
230,208,90,black
20,4,244,white
3,120,61,white
0,137,0,white
98,227,77,black
83,183,19,black
82,7,141,white
37,70,89,white
118,215,6,black
25,110,109,white
184,138,253,black
20,244,105,black
24,210,26,black
251,204,207,black
172,103,222,black
246,127,217,black
105,52,247,white
205,32,165,white
55,29,207,white
171,102,253,black
151,83,95,white
98,11,28,white
184,201,141,black
147,174,47,black
56,221,152,black
11,204,161,black
0,33,247,white
232,2,113,black
138,207,3,black
51,78,157,white
11,70,162,white
217,188,46,black
95,39,42,white
126,19,182,white
117,170,231,black
40,78,94,white
168,0,92,white
185,179,53,black
228,83,110,black
254,65,49,black
246,184,9,black
162,154,25,black
127,205,76,black
226,61,130,black
162,95,38,white
221,101,24,black
143,61,69,white
21,219,84,black
130,203,63,black
159,139,105,black
6,134,179,black
245,128,26,black
215,220,192,black
205,194,232,black
12,195,230,black
239,28,70,black
139,82,166,white
42,63,37,white
164,14,172,white
170,234,168,black
233,30,173,black
120,224,242,black
69,70,56,white
231,26,133,black
25,238,33,black
154,32,236,white
201,152,127,black
217,90,17,black
138,253,160,black
211,212,164,black
93,127,139,black
9,62,160,white
175,15,92,white
214,186,4,black
153,153,218,black
42,162,163,black
5,36,9,white
244,157,132,black
218,253,190,black
52,115,138,white
253,71,95,black
168,113,147,black
33,186,212,black
93,6,190,white
48,59,126,white
182,96,95,black
15,4,37,white
112,104,33,white
112,34,22,white
65,191,184,black
5,34,185,white
60,26,35,white
36,88,254,white
17,216,185,black
231,126,255,black
229,255,200,black
248,19,58,black
48,206,126,black
180,12,214,white
212,149,192,black
102,200,118,black
252,253,185,black
35,153,196,black
116,210,21,black
97,80,59,white
152,175,57,black
93,129,100,black
31,75,10,white
212,105,245,black
249,204,152,black
87,129,53,black
3,82,45,white
148,176,188,black
203,67,248,black
73,132,122,black
219,172,72,black
235,152,152,black
114,49,183,white
5,82,189,white
37,242,102,black
208,66,122,black
204,55,86,white
50,5,117,white
151,138,204,black
159,182,212,black
135,139,60,black
138,33,15,white
214,67,204,black
17,172,183,black
53,244,131,black
144,66,71,white
144,116,172,black
236,102,126,black
109,60,208,white
162,139,28,black
153,134,87,black
120,46,190,white
202,146,127,black
172,231,89,black
193,38,76,white
217,46,81,white
17,227,77,black
221,73,44,black
41,230,31,black
158,98,0,white
231,222,143,black
176,72,110,white
31,82,252,white
184,72,95,white
198,250,168,black
156,241,60,black
139,202,109,black
111,119,243,black
113,68,0,white
79,125,175,black
177,143,63,black
57,250,39,black
121,239,191,black
92,255,133,black
231,245,32,black
19,116,187,white
230,255,125,black
47,49,239,white
48,161,233,black
29,84,111,white
215,117,88,black
234,98,231,black
185,193,50,black
254,254,135,black
44,193,32,black
193,231,48,black
158,32,133,white
80,114,176,white
168,233,213,black
166,27,43,white
48,108,101,white
223,37,197,black
108,4,222,white
53,56,98,white
88,34,37,white
189,83,186,black
84,81,173,white
75,86,21,white
149,4,207,white
237,231,165,black
126,74,95,white
9,183,219,black
171,66,209,white
74,33,73,white
158,20,187,white
67,249,87,black
43,73,73,white
142,143,166,black
95,168,87,black
26,185,64,black
238,160,29,black
11,205,21,black
89,238,115,black
142,28,221,white
233,163,126,black
228,45,66,black
239,210,65,black
227,178,118,black
177,38,90,white
184,181,44,black
35,50,227,white
205,16,244,black
243,149,52,black
68,136,219,black
33,128,201,black
148,253,206,black
201,198,48,black
244,43,239,black
18,214,233,black
144,223,251,black
20,146,59,black
192,193,190,black
206,114,81,black
116,94,67,white
203,128,56,black
242,237,170,black
144,234,116,black
69,72,122,white
127,75,72,white
215,173,208,black
168,26,174,white
138,161,214,black
62,211,51,black
37,134,201,black
164,177,155,black
227,164,247,black
221,217,51,black
254,225,138,black
191,149,51,black
1,77,16,white
245,120,252,black
167,215,14,black
244,126,222,black
10,151,235,black
214,61,97,black
88,69,13,white
84,249,62,black
136,68,80,white
61,163,31,black
251,80,179,black
173,14,8,white
233,228,14,black
206,229,108,black
14,220,75,black
164,224,232,black
103,122,41,white
23,30,31,white
121,186,233,black
9,9,36,white
113,122,100,black
112,151,63,black
92,196,249,black
200,82,160,black
122,217,69,black
192,35,181,white
85,181,101,black
33,47,122,white
40,199,127,black
142,8,241,white
194,46,22,white
235,35,91,black
137,30,221,white
43,138,200,black
184,215,32,black
99,22,204,white
111,182,36,black
130,43,162,white
19,142,210,black
100,80,219,white
2,176,134,black
16,245,247,black
212,212,113,black
50,229,129,black
140,218,188,black
60,70,211,white
127,252,30,black
39,132,21,white
161,222,105,black
155,236,190,black
191,52,157,white
181,136,115,black
231,169,187,black
13,88,15,white
185,22,181,white
174,241,9,black
195,116,181,black
69,50,202,white
127,108,111,white
37,20,5,white
159,41,45,white
253,169,143,black
249,42,42,black
67,147,87,black
108,57,154,white
207,233,128,black
76,212,72,black
237,1,13,black
158,150,149,black
0,203,191,black
40,100,239,white
2,195,3,black
32,60,235,white
96,65,15,white
62,132,5,white
220,98,107,black
226,211,164,black
184,39,75,white
157,69,5,white
142,52,132,white
35,43,241,white
83,228,129,black
19,243,151,black
25,38,145,white
45,172,218,black
10,250,108,black
125,8,200,white
108,203,196,black
156,22,160,white
15,147,210,black
249,180,122,black
43,234,117,black
64,213,152,black
178,40,222,white
51,229,11,black
227,191,167,black
137,150,41,black
212,32,95,white
67,10,49,white
45,217,248,black
111,252,82,black
33,192,26,black
62,213,2,black
180,83,138,white
8,56,171,white
49,53,32,white
244,201,96,black
238,150,140,black
36,102,252,white
47,95,34,white
237,134,40,black
25,127,54,white
166,31,145,white
38,28,119,white
170,44,233,white
76,204,72,black
183,135,218,black
71,39,49,white
179,30,139,white
229,18,100,black
212,23,159,white
8,125,169,white
166,151,72,black
227,226,135,black
148,198,55,black
14,205,150,black
2,190,227,black
204,123,15,black
179,159,233,black
58,35,222,white
138,219,251,black
20,47,246,white
47,162,142,black
84,32,8,white
162,246,157,black
68,1,181,white
79,52,104,white
246,254,61,black
152,229,221,black
197,231,56,black
151,62,53,white
168,101,216,black
19,103,132,white
114,105,20,white
41,240,29,black
154,170,87,black
186,16,91,white
118,191,243,black
94,171,63,black
128,6,244,white
237,241,190,black
34,238,131,black
38,250,202,black
102,38,119,white
115,111,78,white
211,122,175,black
21,151,244,black
181,245,125,black
160,230,51,black
128,157,63,black
185,224,174,black
212,8,109,white
87,46,245,white
182,246,62,black
103,105,145,white
191,41,197,white
42,88,46,white
252,223,74,black
29,56,68,white
64,64,67,white
115,234,36,black
204,118,213,black
211,138,83,black
188,219,8,black
217,32,248,black
